combo,combo_ja,phases,n_segments,n_bins_total,max_n_horses,min_n_horses,all_bin_keys_le20,sample_bin_keys,bin_type_primary,current_bin_rule
kyori_tekisei_2+pace_yoso+da_tekisei_code,距離適性2＋ペース予想＋ダ適性,3,1,24,308,1,(24個),"1|H|2, 1|H|3, 1|M|2, 1|M|3, 1|S|2, 1|S|3, 2|H|2, 2|H|3, 2|M|2, 2|M|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+hizume_code,距離適性2＋ペース予想＋蹄コード,3,1,144,125,1,(144個),"1|H|01, 1|H|02, 1|H|03, 1|H|10, 1|H|11, 1|H|18, 1|H|21, 1|H|22, 1|H|23, 1|H|24",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+joshodo_code,距離適性2＋ペース予想＋上昇度,3,1,24,294,1,(24個),"1|H|3, 1|H|5, 1|M|3, 1|M|5, 1|S|3, 2|H|2, 2|H|3, 2|H|5, 2|M|2, 2|M|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+kyakushitsu,距離適性2＋ペース予想＋脚質,3,2,48,228,1,(48個),"1|H|1, 1|H|2, 1|H|3, 1|H|4, 1|M|1, 1|M|2, 1|M|3, 1|M|4, 1|S|1, 1|S|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+kyakushitsu+joshodo_code,距離適性2＋ペース予想＋脚質＋上昇度,4,1,66,118,1,(66個),"1|H|1|3, 1|H|2|3, 1|H|2|5, 1|H|3|3, 1|H|4|3, 1|M|1|3, 1|M|2|3, 1|M|3|3, 1|M|3|5, 1|M|4|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+kyori_kubun,距離適性2＋ペース予想＋距離区分,3,1,40,355,1,(40個),"1|H|マイル, 1|H|中距離, 1|H|短距離, 1|M|マイル, 1|M|中距離, 1|M|短距離, 1|S|マイル, 1|S|中距離, 1|S|短距離, 2|H|マイル",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+kyori_kubun+kyori_tekisei,距離適性2＋ペース予想＋距離区分＋距離適性,4,1,80,334,1,(80個),"1|H|マイル|5, 1|H|中距離|3, 1|H|中距離|5, 1|H|短距離|3, 1|H|短距離|5, 1|M|マイル|3, 1|M|マイル|5, 1|M|中距離|3, 1|M|中距離|5, 1|M|短距離|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+kyori_kubun+uma_deokure_ritsu,距離適性2＋ペース予想＋距離区分＋馬出遅率,4,1,692,268,1,(692個),"1|H|マイル|17.0, 1|H|マイル|20.0, 1|H|マイル|22.0, 1|H|マイル|4.0, 1|H|マイル|86.0, 1|H|マイル|99.9, 1|S|マイル|0.0, 1|S|マイル|99.9, 2|H|マイル|0.0, 2|H|マイル|10.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+kyori_kubun+umakigo_code,距離適性2＋ペース予想＋距離区分＋馬記号,4,1,64,345,1,(64個),"1|H|マイル|00, 1|H|マイル|06, 1|H|中距離|00, 1|H|短距離|00, 1|H|短距離|06, 1|M|マイル|00, 1|M|マイル|06, 1|M|中距離|00, 1|M|短距離|00, 1|M|短距離|06",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+kyori_tekisei+joshodo_code,距離適性2＋ペース予想＋距離適性＋上昇度,4,1,43,273,1,(43個),"1|H|3|3, 1|H|5|3, 1|H|5|5, 1|M|3|3, 1|M|5|3, 1|M|5|5, 1|S|3|3, 1|S|5|3, 2|H|1|3, 2|H|3|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+kyori_tekisei+kyakushitsu,距離適性2＋ペース予想＋距離適性＋脚質,4,1,88,119,1,(88個),"1|H|3|2, 1|H|3|3, 1|H|5|1, 1|H|5|2, 1|H|5|3, 1|H|5|4, 1|M|3|2, 1|M|3|3, 1|M|5|1, 1|M|5|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+kyori_tekisei+uma_start_shisu,距離適性2＋ペース予想＋距離適性＋馬スタート指数,4,1,345,151,1,(345個),"1|H|3|-0.4, 1|H|3|-0.5, 1|H|3|-0.8, 1|H|5|-0.1, 1|H|5|-0.2, 1|H|5|-0.3, 1|H|5|-0.4, 1|H|5|-0.5, 1|H|5|-0.7, 1|H|5|0.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+omo_tekisei_code,距離適性2＋ペース予想＋重適性,3,1,36,293,1,(36個),"1|H|1, 1|H|2, 1|H|3, 1|M|1, 1|M|2, 1|M|3, 1|S|1, 1|S|2, 1|S|3, 2|H|1",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+omo_tekisei_code+uma_deokure_ritsu,距離適性2＋ペース予想＋重適性＋馬出遅率,4,1,788,294,1,(788個),"1|H|2|20.0, 1|H|2|22.0, 1|H|2|86.0, 1|H|3|17.0, 1|H|3|4.0, 1|H|3|99.9, 1|S|3|0.0, 1|S|3|99.9, 2|H|1|0.0, 2|H|1|10.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+uma_start_shisu,距離適性2＋ペース予想＋馬スタート指数,3,1,225,162,1,(225個),"1|H|-0.1, 1|H|-0.2, 1|H|-0.3, 1|H|-0.4, 1|H|-0.5, 1|H|-0.7, 1|H|-0.8, 1|H|0.0, 1|H|0.1, 1|H|0.2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+umakigo_code,距離適性2＋ペース予想＋馬記号,3,1,23,552,1,(23個),"1|H|00, 1|H|06, 1|M|00, 1|M|06, 1|S|00, 1|S|06, 2|H|00, 2|H|06, 2|M|00, 2|M|06",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+umakigo_code+hizume_code,距離適性2＋ペース予想＋馬記号＋蹄コード,4,1,177,121,1,(177個),"1|H|00|01, 1|H|00|02, 1|H|00|03, 1|H|00|10, 1|H|00|11, 1|H|00|18, 1|H|00|21, 1|H|00|22, 1|H|00|23, 1|H|00|24",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+pace_yoso+umakigo_code+uma_start_shisu,距離適性2＋ペース予想＋馬記号＋馬スタート指数,4,1,272,155,1,(272個),"1|H|00|-0.1, 1|H|00|-0.2, 1|H|00|-0.3, 1|H|00|-0.4, 1|H|00|-0.5, 1|H|00|-0.7, 1|H|00|-0.8, 1|H|00|0.0, 1|H|00|0.1, 1|H|00|0.2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+rotation,距離適性2＋ローテーション,2,2,108,305,1,(108個),"1|0.0, 1|1.0, 1|10.0, 1|11.0, 1|13.0, 1|14.0, 1|15.0, 1|2.0, 1|22.0, 1|23.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+ten_shisu_juni,距離適性2＋テン指数順位,2,1,67,174,1,(67個),"1|1.0, 1|10.0, 1|11.0, 1|12.0, 1|13.0, 1|14.0, 1|2.0, 1|3.0, 1|4.0, 1|5.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+tenkai_kigo_code,距離適性2＋展開記号,2,2,20,540,1,"1|0, 1|1, 1|2, 1|3, 1|4, 2|0, 2|1, 2|2, 2|3, 2|4, 3|0, 3|1, 3|2, 3|3, 3|4, 5|0, 5|1, 5|2, 5|3, 5|4","1|0, 1|1, 1|2, 1|3, 1|4, 2|0, 2|1, 2|2, 2|3, 2|4",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+da_tekisei_code,距離適性2＋馬出遅率＋ダ適性,3,1,221,213,1,(221個),"1|0.0|2, 1|0.0|3, 1|11.0|2, 1|11.0|3, 1|14.0|3, 1|15.0|2, 1|17.0|2, 1|17.0|3, 1|18.0|3, 1|20.0|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+kyakushitsu,距離適性2＋馬出遅率＋脚質,3,2,635,319,1,(635個),"1|0.0|1, 1|0.0|2, 1|0.0|3, 1|0.0|4, 1|11.0|2, 1|11.0|4, 1|12.0|2, 1|14.0|1, 1|14.0|2, 1|14.0|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+kyakushitsu+shiba_tekisei_code,距離適性2＋馬出遅率＋脚質＋芝適性,4,1,925,205,1,(925個),"1|0.0|1|2, 1|17.0|2|2, 1|20.0|2|2, 1|22.0|3|2, 1|4.0|4|2, 1|86.0|3|1, 1|99.9|4|1, 1|99.9|4|2, 2|0.0|1|1, 2|0.0|1|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+kyori_kubun,距離適性2＋馬出遅率＋距離区分,3,1,326,247,1,(326個),"1|0.0|マイル, 1|0.0|中距離, 1|0.0|短距離, 1|11.0|マイル, 1|11.0|中距離, 1|12.0|マイル, 1|14.0|マイル, 1|14.0|短距離, 1|15.0|短距離, 1|17.0|マイル",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+kyori_kubun+kyori_tekisei,距離適性2＋馬出遅率＋距離区分＋距離適性,4,1,437,235,1,(437個),"1|0.0|マイル|5, 1|0.0|中距離|3, 1|0.0|中距離|5, 1|0.0|短距離|3, 1|0.0|短距離|5, 1|11.0|マイル|5, 1|11.0|中距離|5, 1|12.0|マイル|5, 1|14.0|マイル|5, 1|14.0|短距離|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+kyori_kubun+umakigo_code,距離適性2＋馬出遅率＋距離区分＋馬記号,4,1,364,240,1,(364個),"1|0.0|マイル|00, 1|0.0|マイル|06, 1|0.0|中距離|00, 1|0.0|短距離|00, 1|0.0|短距離|06, 1|11.0|マイル|00, 1|11.0|中距離|00, 1|12.0|マイル|00, 1|14.0|マイル|00, 1|14.0|短距離|00",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+kyori_tekisei,距離適性2＋馬出遅率＋距離適性,3,1,245,421,1,(245個),"1|0.0|3, 1|0.0|5, 1|11.0|5, 1|12.0|5, 1|14.0|3, 1|14.0|5, 1|15.0|5, 1|17.0|3, 1|17.0|5, 1|18.0|5",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+kyori_tekisei+shiba_tekisei_code,距離適性2＋馬出遅率＋距離適性＋芝適性,4,1,381,397,1,(381個),"1|0.0|3|2, 1|17.0|3|2, 1|20.0|5|2, 1|22.0|5|2, 1|4.0|5|2, 1|86.0|5|1, 1|99.9|5|1, 1|99.9|5|2, 2|0.0|1|1, 2|0.0|1|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+omo_tekisei_code,距離適性2＋馬出遅率＋重適性,3,2,325,263,1,(325個),"1|0.0|1, 1|0.0|2, 1|0.0|3, 1|11.0|1, 1|11.0|3, 1|12.0|3, 1|14.0|2, 1|14.0|3, 1|15.0|1, 1|17.0|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+pace_yoso,距離適性2＋馬出遅率＋ペース予想,3,1,296,222,1,(296個),"1|0.0|H, 1|0.0|M, 1|0.0|S, 1|11.0|H, 1|12.0|M, 1|14.0|H, 1|14.0|S, 1|15.0|H, 1|17.0|H, 1|17.0|M",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+pace_yoso+umakigo_code,距離適性2＋馬出遅率＋ペース予想＋馬記号,4,1,330,209,1,(330個),"1|0.0|H|00, 1|0.0|H|06, 1|0.0|M|00, 1|0.0|M|06, 1|0.0|S|00, 1|0.0|S|06, 1|11.0|H|00, 1|12.0|M|00, 1|14.0|H|00, 1|14.0|S|00",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+shiba_tekisei_code,距離適性2＋馬出遅率＋芝適性,3,2,458,402,1,(458個),"1|0.0|2, 1|0.0|3, 1|11.0|2, 1|12.0|2, 1|14.0|2, 1|15.0|2, 1|17.0|2, 1|17.0|3, 1|18.0|2, 1|20.0|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+shiba_tekisei_code+kyakushitsu,距離適性2＋馬出遅率＋芝適性＋脚質,4,1,794,202,1,(794個),"1|0.0|2|1, 1|17.0|2|2, 1|20.0|2|2, 1|22.0|2|3, 1|4.0|2|4, 1|86.0|1|3, 1|99.9|1|4, 1|99.9|2|4, 2|0.0|1|1, 2|0.0|1|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+uma_start_shisu,距離適性2＋馬出遅率＋馬スタート指数,3,1,1412,301,1,(1412個),"1|0.0|0.0, 1|17.0|-0.2, 1|20.0|-0.1, 1|22.0|-0.3, 1|4.0|-0.3, 1|86.0|-1.0, 1|99.9|-1.0, 2|0.0|-0.1, 2|0.0|-0.2, 2|0.0|-0.3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_deokure_ritsu+umakigo_code+kyori_tekisei,距離適性2＋馬出遅率＋馬記号＋距離適性,4,1,276,406,1,(276個),"1|0.0|00|3, 1|0.0|00|5, 1|0.0|06|5, 1|11.0|00|5, 1|12.0|00|5, 1|14.0|00|3, 1|14.0|00|5, 1|15.0|00|5, 1|17.0|00|3, 1|17.0|00|5",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_start_shisu,距離適性2＋馬スタート指数,2,1,100,335,1,(100個),"1|-0.1, 1|-0.2, 1|-0.3, 1|-0.4, 1|-0.5, 1|-0.6, 1|-0.7, 1|-0.8, 1|-0.9, 1|-1.0",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_start_shisu+kyakushitsu,距離適性2＋馬スタート指数＋脚質,3,1,260,175,1,(260個),"1|-0.1|1, 1|-0.1|2, 1|-0.1|3, 1|-0.1|4, 1|-0.2|1, 1|-0.2|2, 1|-0.2|3, 1|-0.3|2, 1|-0.3|3, 1|-0.3|4",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_start_shisu+omo_tekisei_code,距離適性2＋馬スタート指数＋重適性,3,1,237,192,1,(237個),"1|-0.1|2, 1|-0.1|3, 1|-0.2|1, 1|-0.2|2, 1|-0.2|3, 1|-0.3|1, 1|-0.3|2, 1|-0.3|3, 1|-0.4|1, 1|-0.4|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+uma_start_shisu+shiba_tekisei_code,距離適性2＋馬スタート指数＋芝適性,3,1,171,204,1,(171個),"1|-0.1|2, 1|-0.2|2, 1|-0.2|3, 1|-0.3|2, 1|-0.3|3, 1|-0.4|2, 1|-0.4|3, 1|-0.5|2, 1|-0.5|3, 1|-0.6|2",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+umakigo_code,距離適性2＋馬記号,2,1,9,1097,1,"1|00, 1|06, 2|00, 2|06, 3|00, 3|06, 5|00, 5|06, 5|26","1|00, 1|06, 2|00, 2|06, 3|00, 3|06, 5|00, 5|06, 5|26",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+umakigo_code+da_tekisei_code,距離適性2＋馬記号＋ダ適性,3,1,15,486,1,"1|00|2, 1|00|3, 1|06|2, 1|06|3, 2|00|2, 2|00|3, 2|06|2, 2|06|3, 3|00|2, 3|00|3, 3|06|3, 5|00|2, 5|00|3, 5|06|2, 5|06|3","1|00|2, 1|00|3, 1|06|2, 1|06|3, 2|00|2, 2|00|3, 2|06|2, 2|06|3, 3|00|2, 3|00|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+umakigo_code+hizume_code,距離適性2＋馬記号＋蹄コード,3,1,78,271,1,(78個),"1|00|01, 1|00|02, 1|00|03, 1|00|10, 1|00|11, 1|00|18, 1|00|21, 1|00|22, 1|00|23, 1|00|24",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+umakigo_code+keibajo_code,距離適性2＋馬記号＋競馬場,3,1,68,164,1,(68個),"1|00|01, 1|00|02, 1|00|03, 1|00|04, 1|00|05, 1|00|06, 1|00|07, 1|00|08, 1|00|09, 1|00|10",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+umakigo_code+keibajo_code+kyori_tekisei,距離適性2＋馬記号＋競馬場＋距離適性,4,1,108,148,1,(108個),"1|00|01|3, 1|00|01|5, 1|00|02|5, 1|00|03|5, 1|00|04|5, 1|00|05|5, 1|00|06|3, 1|00|06|5, 1|00|07|5, 1|00|08|5",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+umakigo_code+kyakushitsu,距離適性2＋馬記号＋脚質,3,1,31,429,1,(31個),"1|00|1, 1|00|2, 1|00|3, 1|00|4, 1|06|1, 1|06|2, 1|06|3, 2|00|1, 2|00|2, 2|00|3",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+umakigo_code+kyori_tekisei,距離適性2＋馬記号＋距離適性,3,1,17,1017,1,"1|00|3, 1|00|5, 1|06|5, 2|00|1, 2|00|3, 2|00|5, 2|06|1, 2|06|5, 3|00|2, 3|00|5, 3|06|2, 5|00|1, 5|00|2, 5|00|3, 5|06|1, 5|06|2, 5|26|1","1|00|3, 1|00|5, 1|06|5, 2|00|1, 2|00|3, 2|00|5, 2|06|1, 2|06|5, 3|00|2, 3|00|5",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+umakigo_code+kyori_tekisei+hizume_code,距離適性2＋馬記号＋距離適性＋蹄コード,4,1,133,223,1,(133個),"1|00|3|10, 1|00|3|11, 1|00|3|18, 1|00|3|22, 1|00|3|23, 1|00|3|24, 1|00|5|01, 1|00|5|02, 1|00|5|03, 1|00|5|10",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+umakigo_code+omo_tekisei_code,距離適性2＋馬記号＋重適性,3,1,22,558,1,(22個),"1|00|1, 1|00|2, 1|00|3, 1|06|1, 1|06|2, 1|06|3, 2|00|1, 2|00|2, 2|00|3, 2|06|1",categorical,距離適性2コード(A-E)そのままビン化
kyori_tekisei_2+umakigo_code+uma_start_shisu,距離適性2＋馬記号＋馬スタート指数,3,1,130,326,1,(130個),"1|00|-0.1, 1|00|-0.2, 1|00|-0.3, 1|00|-0.4, 1|00|-0.5, 1|00|-0.6, 1|00|-0.7, 1|00|-0.8, 1|00|-0.9, 1|00|-1.0",categorical,距離適性2コード(A-E)そのままビン化
kyusha_hyoka_code+pace_shisu_juni+kishu_shisu,厩舎評価＋ペース指数順位＋騎手指数,3,1,923,125,1,(923個),"1|1.0|0.4, 1|1.0|0.7, 1|1.0|1.3, 1|1.0|1.7, 1|1.0|2.0, 1|1.0|2.1, 1|1.0|2.3, 1|1.0|2.5, 1|1.0|2.6, 1|1.0|3.0",categorical,カテゴリ値そのままビン化
kyusha_hyoka_code+pace_shisu_juni+ten_shisu_juni,厩舎評価＋ペース指数順位＋テン指数順位,3,1,512,234,1,(512個),"1|1.0|1.0, 1|1.0|2.0, 1|1.0|3.0, 1|1.0|4.0, 1|1.0|5.0, 1|1.0|6.0, 1|1.0|7.0, 1|10.0|11.0, 1|10.0|12.0, 1|10.0|2.0",categorical,カテゴリ値そのままビン化
kyusha_hyoka_code+uma_deokure_ritsu+kishu_kitai_tansho_ritsu,厩舎評価＋馬出遅率＋騎手期待単勝率,3,1,3662,164,1,(3662個),"1|0.0|11.4, 1|0.0|12.7, 1|0.0|13.2, 1|0.0|13.4, 1|0.0|15.7, 1|0.0|20.3, 1|0.0|20.6, 1|0.0|24.3, 1|0.0|24.6, 1|0.0|25.6",categorical,カテゴリ値そのままビン化
kyusha_shisu+kijun_ninkijun_tansho,厩舎指数＋基準人気順単勝,2,1,5741,115,1,(5741個),"-20.0|1, -20.0|10, -20.0|11, -20.0|12, -20.0|13, -20.0|14, -20.0|15, -20.0|16, -20.0|17, -20.0|2",numeric_range,数値そのままビン化
kyuyo_riyu_bunrui_code+kyori_kubun+pace_yoso+omo_tekisei_code,休養理由＋距離区分＋ペース予想＋重適性,4,1,92,205,1,(92個),"01|マイル|H|0, 01|マイル|H|1, 01|マイル|H|2, 01|マイル|H|3, 01|マイル|M|1, 01|マイル|M|2, 01|マイル|M|3, 01|マイル|S|1, 01|マイル|S|2, 01|中距離|H|1",categorical,カテゴリ値そのままビン化
kyuyo_riyu_bunrui_code+omo_tekisei_code+hizume_code,休養理由＋重適性＋蹄コード,3,1,137,217,1,(137個),"01|1|01, 01|1|02, 01|1|03, 01|1|04, 01|1|09, 01|1|10, 01|1|11, 01|1|12, 01|1|21, 01|1|22",categorical,カテゴリ値そのままビン化
kyuyo_riyu_bunrui_code+pace_yoso+gekiso_juni,休養理由＋ペース予想＋激走順位,3,1,135,145,1,(135個),"01|H|1.0, 01|H|10.0, 01|H|11.0, 01|H|12.0, 01|H|13.0, 01|H|14.0, 01|H|15.0, 01|H|16.0, 01|H|2.0, 01|H|3.0",categorical,カテゴリ値そのままビン化
kyuyo_riyu_bunrui_code+pace_yoso+omo_tekisei_code+tenkai_kigo_code,休養理由＋ペース予想＋重適性＋展開記号,4,1,126,193,1,(126個),"01|H|0|0, 01|H|1|0, 01|H|1|1, 01|H|1|2, 01|H|1|3, 01|H|1|4, 01|H|2|0, 01|H|2|1, 01|H|2|2, 01|H|2|3",categorical,カテゴリ値そのままビン化
kyuyo_riyu_bunrui_code+pace_yoso+ten_shisu_juni,休養理由＋ペース予想＋テン指数順位,3,1,137,140,1,(137個),"01|H|1.0, 01|H|10.0, 01|H|11.0, 01|H|12.0, 01|H|13.0, 01|H|14.0, 01|H|15.0, 01|H|16.0, 01|H|2.0, 01|H|3.0",categorical,カテゴリ値そのままビン化
kyuyo_riyu_bunrui_code+pace_yoso+uma_start_shisu,休養理由＋ペース予想＋馬スタート指数,3,1,149,438,1,(149個),"01|H|-0.1, 01|H|-0.2, 01|H|-0.3, 01|H|-0.4, 01|H|-0.5, 01|H|-0.6, 01|H|-0.7, 01|H|-0.8, 01|H|-0.9, 01|H|-1.0",categorical,カテゴリ値そのままビン化
ls_shisu_juni+agari_shisu_juni+kijun_ninkijun_tansho,LS指数順位＋上がり指数順位＋基準人気順単勝,3,1,1565,163,1,(1565個),"1.0|1.0|1, 1.0|1.0|10, 1.0|1.0|2, 1.0|1.0|3, 1.0|1.0|4, 1.0|1.0|5, 1.0|1.0|6, 1.0|1.0|9, 1.0|10.0|1, 1.0|10.0|11",rank_bucket,数値そのままビン化
ls_shisu_juni+kijun_ninkijun_tansho+gekiso_juni,LS指数順位＋基準人気順単勝＋激走順位,3,1,1617,242,1,(1617個),"1.0|10|10.0, 1.0|10|11.0, 1.0|10|12.0, 1.0|10|13.0, 1.0|10|14.0, 1.0|10|15.0, 1.0|10|16.0, 1.0|10|2.0, 1.0|10|5.0, 1.0|10|6.0",rank_bucket,数値そのままビン化
ls_shisu_juni+kijun_ninkijun_tansho+pace_shisu_juni,LS指数順位＋基準人気順単勝＋ペース指数順位,3,1,1557,172,1,(1557個),"1.0|10|11.0, 1.0|10|15.0, 1.0|10|16.0, 1.0|10|2.0, 1.0|10|3.0, 1.0|10|6.0, 1.0|10|7.0, 1.0|10|8.0, 1.0|11|10.0, 1.0|11|12.0",rank_bucket,数値そのままビン化
ls_shisu_juni+rotation,LS指数順位＋ローテーション,2,1,308,185,1,(308個),"1.0|0.0, 1.0|1.0, 1.0|10.0, 1.0|11.0, 1.0|12.0, 1.0|13.0, 1.0|14.0, 1.0|15.0, 1.0|16.0, 1.0|17.0",rank_bucket,数値そのままビン化
ls_shisu_juni+uma_deokure_ritsu+kishu_kitai_tansho_ritsu,LS指数順位＋馬出遅率＋騎手期待単勝率,3,1,4488,132,1,(4488個),"1.0|0.0|0.6, 1.0|0.0|1.3, 1.0|0.0|1.6, 1.0|0.0|1.8, 1.0|0.0|1.9, 1.0|0.0|10.0, 1.0|0.0|10.3, 1.0|0.0|10.4, 1.0|0.0|10.7, 1.0|0.0|10.9",rank_bucket,数値そのままビン化
manken_shirushi,万券印,1,1,8,1667,965,"1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0","1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+agari_shisu_juni,万券印＋上がり指数順位,2,12,144,283,1,(144個),"1|1.0, 1|10.0, 1|11.0, 1|12.0, 1|13.0, 1|14.0, 1|15.0, 1|16.0, 1|17.0, 1|18.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+class_code+uma_start_shisu,万券印＋クラスコード＋馬スタート指数,3,1,570,117,1,(570個),"1|04|-0.1, 1|04|-0.2, 1|04|-0.4, 1|04|-0.5, 1|04|-0.6, 1|04|-0.7, 1|04|-0.9, 1|04|-1.0, 1|04|-1.3, 1|04|-1.4",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+da_tekisei_code+agari_shisu_juni,万券印＋ダ適性＋上がり指数順位,3,1,383,348,1,(383個),"1|1|1.0, 1|1|10.0, 1|1|11.0, 1|1|12.0, 1|1|13.0, 1|1|14.0, 1|1|15.0, 1|1|16.0, 1|1|2.0, 1|1|3.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+da_tekisei_code+hizume_code,万券印＋ダ適性＋蹄コード,3,1,333,178,1,(333個),"1|1|02, 1|1|03, 1|1|06, 1|1|07, 1|1|08, 1|1|10, 1|1|11, 1|1|18, 1|1|19, 1|1|22",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+da_tekisei_code+hizume_code+umakigo_code,万券印＋ダ適性＋蹄コード＋馬記号,4,1,537,161,1,(537個),"1|1|02|00, 1|1|02|05, 1|1|03|00, 1|1|03|05, 1|1|06|00, 1|1|07|00, 1|1|08|00, 1|1|10|00, 1|1|11|00, 1|1|18|00",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+da_tekisei_code+ichi_shisu_juni,万券印＋ダ適性＋位置指数順位,3,1,384,183,1,(384個),"1|1|1.0, 1|1|10.0, 1|1|11.0, 1|1|12.0, 1|1|13.0, 1|1|14.0, 1|1|15.0, 1|1|16.0, 1|1|2.0, 1|1|3.0",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+da_tekisei_code+uma_deokure_ritsu+hizume_code,万券印＋ダ適性＋馬出遅率＋蹄コード,4,1,4103,115,1,(4103個),"1|1|0.0|02, 1|1|0.0|03, 1|1|0.0|10, 1|1|0.0|11, 1|1|0.0|18, 1|1|0.0|19, 1|1|0.0|22, 1|1|0.0|23, 1|1|10.0|02, 1|1|10.0|10",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+da_tekisei_code+uma_deokure_ritsu+kyori_tekisei,万券印＋ダ適性＋馬出遅率＋距離適性,4,1,2349,168,1,(2349個),"1|1|0.0|1, 1|1|0.0|2, 1|1|0.0|5, 1|1|10.0|1, 1|1|10.0|2, 1|1|10.0|5, 1|1|11.0|2, 1|1|12.0|2, 1|1|12.0|5, 1|1|13.0|2",categorical,万券印コード(1-8)そのままビン化
manken_shirushi+da_tekisei_code+uma_start_shisu,万券印＋ダ適性＋馬スタート指数,3,1,433,143,1,(433個),"1|1|-0.1, 1|1|-0.2, 1|1|-0.3, 1|1|-0.7, 1|1|-0.8, 1|1|-1.1, 1|1|0.0, 1|1|0.1, 1|1|0.2, 1|1|0.3",categorical,万券印コード(1-8)そのままビン化
